time,power_w
2025-01-06 20:30:00+0100,23950.986328125
2025-01-06 20:45:00+0100,23337.625
2025-01-06 21:00:00+0100,17224.23828125
2025-01-06 21:15:00+0100,14749.923828125
2025-01-06 21:30:00+0100,19538.41015625
2025-01-06 21:45:00+0100,13209.244140625
2025-01-06 22:00:00+0100,22716.017578125
2025-01-06 22:15:00+0100,20969.330078125
2025-01-06 22:30:00+0100,18232.76953125
2025-01-06 22:45:00+0100,17108.171875
2025-01-06 23:00:00+0100,16985.470703125
2025-01-06 23:15:00+0100,15449.74609375
2025-01-06 23:30:00+0100,21909.455078125
2025-01-06 23:45:00+0100,21400.33984375
2025-01-07 00:00:00+0100,10432.9404296875
2025-01-07 00:15:00+0100,27899.8359375
2025-01-07 00:30:00+0100,9897.40234375
2025-01-07 00:45:00+0100,21784.4921875
2025-01-07 01:00:00+0100,14563.42578125
2025-01-07 01:15:00+0100,19709.421875
2025-01-07 01:30:00+0100,14702.470703125
2025-01-07 01:45:00+0100,36757.90234375
2025-01-07 02:00:00+0100,10792.1025390625
2025-01-07 02:15:00+0100,21840.572265625
2025-01-07 02:30:00+0100,13157.6572265625
2025-01-07 02:45:00+0100,17145.6015625
2025-01-07 03:00:00+0100,15699.92578125
2025-01-07 03:15:00+0100,15855.5830078125
2025-01-07 03:30:00+0100,17135.423828125
2025-01-07 03:45:00+0100,26835.916015625
2025-01-07 04:00:00+0100,15503.986328125
2025-01-07 04:15:00+0100,17708.080078125
2025-01-07 04:30:00+0100,14194.900390625
2025-01-07 04:45:00+0100,19783.1015625
2025-01-07 05:00:00+0100,15583.1142578125
2025-01-07 05:15:00+0100,16996.689453125
2025-01-07 05:30:00+0100,33222.3203125
2025-01-07 05:45:00+0100,9763.0087890625
2025-01-07 06:00:00+0100,32830.8125
2025-01-07 06:15:00+0100,19897.8203125
2025-01-07 06:30:00+0100,16140.7490234375
2025-01-07 06:45:00+0100,21853.28515625
2025-01-07 07:00:00+0100,18085.580078125
2025-01-07 07:15:00+0100,22006.1875
2025-01-07 07:30:00+0100,22164.248046875
2025-01-07 07:45:00+0100,30781.0078125
2025-01-07 08:00:00+0100,24058.6171875
